PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier_(Under_$20),Store_Tier_($20-50),Store_Tier_(Over_$50),Store_Tier
905_2126220790,905,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,006 ",52,"$1,006 ",17.7, Large ,114906,35.10%,"$67,832 ","$1,601,701 ",46.70%,18.50%,2.80%,10.90%,27.70%,3,4,4,4
531_2126220790,531,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$2,257 ",52,"$2,257 ",4.59, Small ,181332,37.30%,"$74,464 ","$864,068 ",53.90%,38.40%,4.40%,16.40%,20.00%,2,2,3,2
1105_2126220790,1105,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$911 ,52,$911 ,14.28, Small ,112976,46.70%,"$91,951 ","$1,420,834 ",41.80%,39.30%,23.20%,2.00%,23.20%,0,3,4,0
205_2126220790,205,VA,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,480 ",52,"$2,480 ",26.47, Large ,112024,69.10%,"$159,315 ","$2,995,145 ",76.90%,13.20%,16.90%,4.20%,26.00%,4,4,4,4
1136_2126220790,1136,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$102 ,23,$231 ,1.65, Small ,219257,37.30%,"$73,194 ","$763,091 ",44.50%,35.80%,17.40%,2.10%,24.60%,0,2,4,0
501_2126220790,501,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$2,692 ",52,"$2,692 ",12.44, Large ,189335,39.10%,"$74,425 ","$1,348,097 ",56.60%,30.40%,6.10%,14.40%,21.30%,3,4,4,4
1138_2126220790,1138,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,"$1,081 ",23,"$2,443 ",1.67, Large ,61031,58.90%,"$113,797 ","$1,732,380 ",41.50%,28.20%,13.20%,3.90%,23.80%,1,2,2,1
1004_2126220790,1004,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$685 ,50,$712 ,15.19, Medium ,97652,38.70%,"$80,276 ","$1,036,358 ",46.10%,24.10%,7.70%,8.70%,24.00%,2,2,1,2
938_2126220790,938,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,695 ",52,"$2,695 ",2.08, Large ,42464,33.70%,"$67,747 ","$1,174,543 ",59.20%,6.30%,4.20%,20.20%,24.90%,2,2,2,2
302_2126220790,302,NJ,2126220790,Avaline Cabernet Sauvignon,750ml,$23.97 ,$496 ,52,$496 ,26.35, Medium ,195507,37.70%,"$71,908 ","$1,291,591 ",42.30%,22.00%,6.40%,39.90%,24.60%,3,3,2,3
909_2126220790,909,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$732 ,52,$732 ,17.6, Medium ,128481,26.20%,"$57,186 ","$622,337 ",39.70%,31.00%,3.20%,17.50%,23.80%,2,2,3,2
521_2126220790,521,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$314 ,23,$709 ,7.46, Medium ,90864,49.60%,"$99,087 ","$1,249,467 ",55.90%,12.20%,18.80%,11.30%,21.60%,3,4,3,4
1604_2126220790,1604,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$951 ,42,"$1,178 ",9.99, Medium ,65749,40.90%,"$80,779 ","$1,142,718 ",43.30%,8.50%,15.30%,11.90%,22.70%,4,2,1,2
301_2126220790,301,NJ,2126220790,Avaline Cabernet Sauvignon,750ml,$23.97 ,"$2,201 ",52,"$2,201 ",30.02, Large ,106097,40.80%,"$79,937 ","$1,357,225 ",39.80%,20.30%,6.10%,15.40%,25.90%,3,4,2,4
1201_2126220790,1201,NV,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$1,005 ",44,"$1,188 ",14.67, Large ,170684,30.00%,"$64,506 ","$873,551 ",31.50%,26.30%,11.60%,11.50%,25.20%,2,4,4,4
1806_2126220790,1806,MO,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$612 ,23,"$1,383 ",1.07, Large ,60259,48.30%,"$96,145 ","$1,799,787 ",59.90%,6.50%,8.70%,12.00%,25.70%,2,2,2,2
2604_2126220790,2604,MI,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$1,893 ",52,"$1,893 ",2.97, Large ,99987,34.60%,"$75,015 ","$947,401 ",31.60%,3.00%,5.60%,8.20%,26.90%,4,4,3,4
923_2126220790,923,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$717 ,52,$717 ,10.51, Medium ,43498,13.20%,"$39,984 ","$311,524 ",21.50%,8.70%,2.70%,28.80%,25.20%,2,1,2,1
1202_2126220790,1202,NV,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$1,482 ",43,"$1,792 ",15.21, Medium ,122940,29.40%,"$63,610 ","$764,478 ",28.40%,27.60%,8.70%,9.20%,24.70%,1,1,1,1
2503_2126220790,2503,LA,2126220790,Avaline Cabernet Sauvignon,750ml,$20.99 ,$490 ,29,$878 ,4.01, Large ,27797,40.10%,"$81,390 ","$1,502,179 ",49.70%,6.80%,2.00%,4.20%,27.80%,4,3,1,3
2504_2126220790,2504,LA,2126220790,Avaline Cabernet Sauvignon,750ml,$20.99 ,$677 ,52,$677 ,3.1, Large ,69180,36.10%,"$74,187 ","$1,121,516 ",48.10%,6.40%,5.00%,28.90%,23.00%,4,3,3,3
1142_2126220790,1142,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$387 ,23,$875 ,1.01, Large ,37229,45.50%,"$91,270 ","$1,253,134 ",25.80%,27.00%,7.70%,9.50%,25.00%,0,1,2,0
1003_2126220790,1003,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$1,552 ",52,"$1,552 ",16.28, Medium ,83444,41.40%,"$82,948 ","$1,238,293 ",46.90%,18.00%,5.70%,3.10%,25.20%,3,3,4,3
1401_2126220790,1401,WA,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,928 ",50,"$2,005 ",12.35, Large ,101821,65.40%,"$141,954 ","$2,180,090 ",72.30%,6.90%,31.90%,2.40%,24.70%,2,4,4,4
1118_2126220790,1118,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,"$1,226 ",52,"$1,226 ",8.01, Small ,109664,55.30%,"$110,951 ","$2,014,020 ",54.50%,21.20%,15.50%,2.70%,26.70%,0,3,3,0
1106_2126220790,1106,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$714 ,52,$714 ,13.56, Large ,207129,44.00%,"$86,671 ","$1,090,631 ",42.80%,35.60%,20.20%,10.60%,24.40%,2,4,4,2
518_2126220790,518,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,069 ",52,"$1,069 ",7.65, Medium ,221166,37.90%,"$71,798 ","$963,270 ",60.40%,28.10%,11.10%,22.30%,20.70%,0,1,2,1
503_2126220790,503,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$584 ,52,$584 ,10.91, Medium ,133629,22.80%,"$53,255 ","$701,789 ",37.60%,56.10%,3.10%,5.20%,22.80%,1,1,2,1
306_2126220790,306,NJ,2126220790,Avaline Cabernet Sauvignon,750ml,$21.97 ,"$1,541 ",52,"$1,541 ",2.13, Large ,125089,41.60%,"$81,688 ","$1,403,105 ",36.80%,37.20%,6.30%,13.20%,24.50%,3,4,4,4
1704_2126220790,1704,MA,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$7,496 ",52,"$7,496 ",7.52, Large ,80567,40.90%,"$82,938 ","$1,242,551 ",43.60%,14.60%,3.00%,4.70%,27.20%,4,4,3,4
1126_2126220790,1126,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$719 ,52,$719 ,6.5, Medium ,184922,43.80%,"$85,785 ","$1,159,131 ",48.20%,36.30%,30.00%,5.70%,25.00%,0,2,3,0
906_2126220790,906,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$820 ,33,"$1,292 ",17.06, Large ,107171,29.10%,"$63,029 ","$1,144,939 ",35.10%,19.10%,2.60%,24.50%,25.20%,3,2,3,2
516_2126220790,516,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$6,297 ",52,"$6,297 ",7.69, Large ,239770,40.40%,"$76,352 ","$1,163,541 ",61.00%,38.10%,10.00%,8.10%,21.20%,0,4,4,4
804_2126220790,804,GA,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$1,051 ",52,"$1,051 ",9.01, Medium ,148069,46.80%,"$91,850 ","$1,278,623 ",70.70%,16.40%,10.20%,13.30%,20.10%,1,2,3,2
1131_2126220790,1131,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$460 ,52,$460 ,2.88, Small ,34185,40.80%,"$83,481 ","$1,050,191 ",43.50%,30.40%,9.20%,4.80%,22.50%,0,0,1,0
1107_2126220790,1107,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,"$1,317 ",52,"$1,317 ",13.61, Medium ,48982,58.70%,"$115,595 ","$2,419,760 ",53.60%,19.70%,9.20%,1.50%,29.40%,0,3,2,0
504_2126220790,504,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$1,108 ",52,"$1,108 ",10.08, Large ,62754,39.30%,"$78,101 ","$1,087,999 ",53.50%,43.00%,7.70%,4.90%,21.60%,1,2,3,2
907_2126220790,907,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,920 ",52,"$1,920 ",18.41, Large ,79803,27.40%,"$62,306 ","$566,903 ",40.20%,16.60%,9.40%,17.90%,20.40%,3,4,4,4
502_2126220790,502,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$1,322 ",52,"$1,322 ",12.02, Large ,106636,29.30%,"$62,719 ","$853,693 ",36.70%,33.90%,4.10%,19.80%,21.30%,2,2,2,2
1705_2126220790,1705,MA,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$5,328 ",52,"$5,328 ",6.13, Large ,78191,60.80%,"$124,634 ","$2,530,877 ",62.90%,4.10%,14.10%,2.90%,28.20%,3,4,3,4
1119_2126220790,1119,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$21.19 ,$380 ,39,$506 ,7.59, Medium ,95422,32.40%,"$67,022 ","$920,392 ",36.40%,36.70%,11.00%,6.20%,21.70%,0,3,3,3
1902_2126220790,1902,WI,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$1,669 ",52,"$1,669 ",6.56, Medium ,73174,42.60%,"$84,430 ","$1,197,483 ",67.80%,7.80%,10.80%,6.00%,22.90%,2,2,1,2
1134_2126220790,1134,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$795 ,50,$827 ,1.04, Medium ,71588,34.60%,"$76,455 ","$829,497 ",31.40%,34.70%,5.60%,2.80%,23.10%,2,2,4,2
517_2126220790,517,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$4,284 ",52,"$4,284 ",7.67, Medium ,186096,28.40%,"$56,721 ","$916,533 ",45.90%,42.00%,11.60%,13.90%,20.80%,1,3,4,3
220_2126220790,220,VA,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$695 ,52,$695 ,6.27, Large ,58624,46.10%,"$90,248 ","$1,543,827 ",60.70%,6.20%,16.50%,10.40%,24.10%,2,1,1,1
210_2126220790,210,VA,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$890 ,52,$890 ,23.61, Large ,54009,35.10%,"$75,562 ","$1,184,772 ",40.40%,9.30%,4.00%,14.80%,24.00%,3,2,3,2
940_2126220790,940,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$926 ,52,$926 ,1.1, Small ,120259,29.40%,"$58,554 ","$855,976 ",36.80%,19.70%,1.90%,35.40%,29.00%,1,1,3,1
932_2126220790,932,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$144 ,20,$374 ,3.3, Medium ,113408,25.50%,"$58,043 ","$524,331 ",32.30%,90.70%,1.30%,2.60%,25.30%,0,1,3,1
914_2126220790,914,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,099 ",52,"$2,099 ",16.09, Medium ,53078,35.50%,"$74,843 ","$1,374,467 ",40.70%,14.50%,3.30%,5.50%,29.40%,3,3,4,3
904_2126220790,904,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$192 ,21,$475 ,18.68, Small ,96695,29.10%,"$58,323 ","$750,999 ",36.50%,21.50%,2.00%,37.00%,28.20%,2,3,4,3
1135_2126220790,1135,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$20 ,23,$45 ,1.19, Medium ,366397,57.20%,"$121,881 ","$1,059,464 ",60.00%,15.80%,35.90%,5.20%,24.00%,1,3,4,1
1123_2126220790,1123,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,"$2,010 ",52,"$2,010 ",6.96, Medium ,59778,46.40%,"$93,124 ","$1,163,387 ",33.30%,32.20%,11.20%,5.60%,21.50%,1,2,1,1
2701_2126220790,2701,IN,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$1,448 ",51,"$1,476 ",3.99, Large ,85421,35.30%,"$70,745 ","$1,062,544 ",58.30%,8.00%,6.40%,18.60%,23.80%,4,3,2,3
508_2126220790,508,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$210 ,23,$475 ,10.12, Large ,119670,28.50%,"$64,221 ","$695,923 ",30.50%,31.50%,8.80%,23.20%,21.30%,2,1,1,1
1007_2126220790,1007,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$363 ,23,$821 ,13.12, Medium ,86579,47.70%,"$94,804 ","$1,970,370 ",57.20%,8.50%,5.00%,2.20%,30.40%,3,3,4,3
1120_2126220790,1120,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$786 ,52,$786 ,7.05, Large ,168631,56.50%,"$116,849 ","$1,755,512 ",47.60%,28.60%,29.00%,3.20%,23.80%,0,3,3,0
2002_2126220790,2002,TN,2126220790,Avaline Cabernet Sauvignon,750ml,$28.99 ,"$3,666 ",52,"$3,666 ",2.96, Large ,42984,52.50%,"$104,831 ","$2,274,695 ",67.10%,7.10%,8.00%,7.30%,26.70%,4,4,4,4
2302_2126220790,2302,CO,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$1,676 ",52,"$1,676 ",5.03, Large ,89577,57.00%,"$111,081 ","$1,897,933 ",66.00%,8.70%,8.50%,2.60%,25.10%,4,4,4,4
2703_2126220790,2703,IN,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$2,775 ",52,"$2,775 ",2.1, Large ,54696,54.20%,"$107,084 ","$1,793,969 ",64.20%,4.40%,8.10%,3.30%,24.70%,3,4,4,4
2001_2126220790,2001,TN,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,$750 ,21,"$1,856 ",6.36, Large ,35028,47.40%,"$94,766 ","$1,836,093 ",59.10%,4.40%,5.30%,3.20%,28.50%,4,4,3,4
608_2126220790,608,NC,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$487 ,52,$487 ,21.21, Large ,79142,35.60%,"$74,259 ","$913,630 ",50.50%,14.50%,6.20%,25.50%,22.40%,2,2,2,2
1121_2126220790,1121,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$448 ,52,$448 ,7.02, Large ,65961,74.20%,"$165,740 ","$2,343,649 ",63.90%,12.60%,34.90%,3.40%,24.30%,0,3,3,0
2802_2126220790,2802,KS,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$202 ,20,$526 ,1.27, Large ,100194,47.40%,"$94,490 ","$1,684,201 ",64.30%,6.00%,7.90%,5.40%,25.90%,3,3,4,3
1113_2126220790,1113,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$535 ,52,$535 ,9.41, Medium ,184931,44.70%,"$88,924 ","$1,290,551 ",38.80%,31.20%,24.80%,6.40%,25.10%,0,2,3,0
2103_2126220790,2103,KY,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$4,478 ",52,"$4,478 ",6, Medium ,99731,33.70%,"$70,948 ","$1,144,827 ",53.70%,6.30%,4.20%,11.70%,25.90%,2,2,1,2
1805_2126220790,1805,MO,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,099 ",52,"$1,099 ",1.19, Medium ,33546,41.00%,"$82,892 ","$747,797 ",40.60%,6.60%,2.30%,6.40%,21.80%,2,2,3,2
535_2126220790,535,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$381 ,27,$734 ,4.97, Large ,86793,37.80%,"$78,776 ","$752,482 ",51.50%,33.50%,22.60%,12.40%,19.80%,1,2,2,2
939_2126220790,939,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$443 ,42,$549 ,0.91, Medium ,49433,26.30%,"$62,986 ","$748,645 ",25.80%,22.80%,2.50%,18.50%,25.90%,3,3,2,3
901_2126220790,901,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$1,101 ",51,"$1,123 ",19.18, Small ,112471,28.60%,"$57,338 ","$751,078 ",40.70%,38.10%,3.20%,18.10%,24.00%,2,3,4,3
1701_2126220790,1701,MA,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$2,236 ",52,"$2,236 ",8.97, Large ,56102,56.10%,"$113,727 ","$2,295,006 ",62.70%,10.80%,11.30%,4.60%,26.20%,4,4,4,4
1140_2126220790,1140,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$145 ,36,$210 ,0.77, Medium ,56959,55.70%,"$115,247 ","$2,456,245 ",64.40%,16.80%,6.40%,3.20%,29.40%,1,2,3,1
602_2126220790,602,NC,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$169 ,23,$382 ,22.31, Medium ,79315,24.50%,"$52,259 ","$747,990 ",46.00%,8.00%,5.30%,34.60%,22.10%,3,1,1,1
1708_2126220790,1708,MA,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,$185 ,23,$418 ,1.29, Large ,105187,52.40%,"$104,487 ","$1,728,724 ",54.20%,14.60%,7.00%,23.60%,26.20%,4,4,4,4
523_2126220790,523,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$863 ,52,$863 ,6.96, Large ,87784,44.60%,"$90,801 ","$857,716 ",40.00%,24.10%,7.70%,10.50%,19.20%,2,2,1,2
606_2126220790,606,NC,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,171 ",52,"$2,171 ",21.5, Small ,73310,37.30%,"$74,567 ","$940,096 ",61.30%,10.30%,10.70%,13.60%,20.10%,3,1,1,1
2603_2126220790,2603,MI,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$671 ,41,$851 ,3.05, Large ,62830,39.40%,"$77,092 ","$1,234,965 ",73.50%,5.70%,15.10%,7.40%,19.70%,3,2,2,2
1608_2126220790,1608,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,747 ",46,"$3,105 ",6.96, Medium ,81913,45.10%,"$89,585 ","$1,633,013 ",57.80%,4.40%,6.00%,9.50%,26.50%,4,4,3,4
221_2126220790,221,VA,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$1,466 ",52,"$1,466 ",2.97, Large ,310328,49.20%,"$97,857 ","$902,107 ",63.00%,14.60%,8.10%,29.70%,20.60%,2,3,2,3
1607_2126220790,1607,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$720 ,49,$764 ,7.99, Large ,52640,43.70%,"$86,430 ","$1,499,453 ",50.10%,8.80%,7.90%,11.90%,26.40%,4,2,0,2
936_2126220790,936,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$447 ,45,$517 ,0.96, Medium ,191164,26.10%,"$51,604 ","$582,251 ",37.20%,79.50%,1.40%,7.80%,24.30%,1,2,4,2
2104_2126220790,2104,KY,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$584 ,23,"$1,321 ",5.56, Large ,62692,26.70%,"$56,429 ","$711,052 ",45.60%,6.10%,4.30%,17.60%,21.30%,1,1,0,1
1203_2126220790,1203,NV,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,"$2,020 ",49,"$2,144 ",13.56, Large ,68202,34.70%,"$69,366 ","$1,109,799 ",39.10%,25.70%,5.90%,2.40%,26.20%,2,2,3,2
930_2126220790,930,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$999 ,52,$999 ,7.13, Medium ,37403,37.30%,"$78,320 ","$2,046,003 ",40.60%,19.60%,1.80%,1.60%,29.10%,3,3,3,3
1128_2126220790,1128,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,$646 ,35,$960 ,6.61, Large ,91054,68.00%,"$155,687 ","$2,320,557 ",64.70%,16.30%,30.20%,1.50%,26.10%,0,2,3,0
1802_2126220790,1802,MO,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$533 ,23,"$1,205 ",9.05, Small ,140765,34.00%,"$67,711 ","$1,073,544 ",57.50%,3.50%,5.30%,21.90%,24.70%,2,2,2,2
1008_2126220790,1008,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$292 ,23,$660 ,13.29, Large ,62900,35.00%,"$76,687 ","$788,083 ",25.90%,43.00%,5.20%,10.00%,19.20%,1,1,0,1
1609_2126220790,1609,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$464 ,38,$635 ,2.17, Large ,62136,42.00%,"$86,096 ","$1,108,287 ",33.80%,4.20%,5.30%,8.90%,25.20%,3,1,0,1
1302_2126220790,1302,NM,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$499 ,52,$499 ,11.45, Medium ,139245,21.50%,"$50,283 ","$550,548 ",38.00%,41.20%,3.60%,3.70%,24.10%,2,0,1,0
530_2126220790,530,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$729 ,37,"$1,024 ",4.97, Medium ,200017,40.20%,"$76,170 ","$891,370 ",54.60%,40.40%,5.50%,18.40%,22.10%,2,3,3,3
605_2126220790,605,NC,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,821 ",52,"$2,821 ",21.92, Medium ,119342,37.50%,"$73,576 ","$958,429 ",58.50%,12.70%,5.30%,29.40%,20.70%,3,3,4,3
538_2126220790,538,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$411 ,45,$475 ,2, Large ,68537,16.60%,"$42,092 ","$342,556 ",23.60%,92.00%,1.30%,0.90%,17.90%,1,1,1,1
1101_2126220790,1101,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,"$1,226 ",52,"$1,226 ",16.78, Large ,86848,48.80%,"$97,376 ","$1,445,578 ",43.10%,15.50%,9.90%,2.40%,23.50%,1,2,3,1
528_2126220790,528,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$876 ,43,"$1,059 ",6.06, Medium ,83891,40.70%,"$80,985 ","$1,329,555 ",45.40%,18.30%,9.30%,10.70%,27.30%,3,4,3,4
513_2126220790,513,TX,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,$878 ,38,"$1,202 ",7.34, Large ,155581,40.60%,"$81,206 ","$1,108,685 ",57.10%,16.40%,20.80%,13.00%,24.50%,2,4,3,4
1002_2126220790,1002,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$636 ,52,$636 ,16.8, Medium ,118274,31.50%,"$70,227 ","$945,516 ",30.40%,17.20%,4.50%,3.90%,25.80%,2,1,1,1
1605_2126220790,1605,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$3,055 ",43,"$3,695 ",8.99, Large ,70183,46.90%,"$93,071 ","$1,444,413 ",48.10%,5.10%,10.50%,14.90%,23.80%,4,3,1,3
1006_2126220790,1006,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$1,495 ",52,"$1,495 ",15.03, Large ,160333,25.60%,"$53,360 ","$719,646 ",34.80%,43.90%,3.30%,7.80%,22.20%,2,3,3,3
1129_2126220790,1129,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$19.99 ,"$2,685 ",52,"$2,685 ",2.9, Large ,221630,36.50%,"$72,351 ","$544,837 ",45.50%,34.20%,10.80%,7.80%,19.80%,1,2,3,1
1504_2126220790,1504,CT,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,271 ",42,"$1,574 ",8.36, Small ,105723,28.70%,"$57,304 ","$858,847 ",35.30%,36.30%,6.30%,14.60%,23.50%,1,2,1,2
1205_2126220790,1205,NV,2126220790,Avaline Cabernet Sauvignon,750ml,$21.99 ,$686 ,44,$811 ,8.01, Medium ,144212,24.40%,"$57,086 ","$483,096 ",26.70%,29.30%,14.90%,12.20%,23.20%,0,1,3,1
1807_2126220790,1807,MO,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$615 ,26,"$1,229 ",0.6, Large ,41517,41.70%,"$84,423 ","$1,081,938 ",43.90%,6.00%,2.20%,17.60%,24.70%,3,3,2,3
1408_2126220790,1408,WA,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$535 ,20,"$1,391 ",10.95, Large ,50088,25.80%,"$59,752 ","$631,785 ",28.30%,6.20%,2.10%,1.20%,24.70%,1,1,1,1
917_2126220790,917,FL,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,"$1,158 ",52,"$1,158 ",13.59, Small ,77995,33.70%,"$69,365 ","$1,092,108 ",35.00%,32.60%,3.70%,20.00%,25.10%,1,1,3,1
1103_2126220790,1103,CA,2126220790,Avaline Cabernet Sauvignon,750ml,$18.99 ,$788 ,52,$788 ,16.05, Medium ,162484,50.70%,"$101,198 ","$1,302,349 ",49.30%,38.50%,27.20%,2.00%,21.10%,0,3,4,0
1502_2126220790,1502,CT,2126220790,Avaline Cabernet Sauvignon,750ml,$23.99 ,$576 ,41,$730 ,9.61, Medium ,52938,35.60%,"$76,008 ","$1,031,100 ",37.50%,18.40%,10.20%,16.50%,26.20%,1,1,0,1
401_2126220790,401,MD,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,"$2,207 ",52,"$2,207 ",28.01, Medium ,120003,35.80%,"$72,889 ","$1,078,772 ",42.50%,4.60%,5.70%,37.60%,24.40%,4,3,2,3
1606_2126220790,1606,MN,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$806 ,39,"$1,074 ",8.45, Small ,47856,53.60%,"$106,882 ","$2,103,706 ",60.00%,5.10%,7.10%,5.50%,28.20%,4,4,2,4
1001_2126220790,1001,AZ,2126220790,Avaline Cabernet Sauvignon,750ml,$22.99 ,$207 ,23,$468 ,16.13, Medium ,104841,19.50%,"$43,730 ","$519,532 ",37.90%,36.10%,4.90%,4.10%,22.40%,3,3,2,3
802_2126220790,802,GA,2126220790,Avaline Cabernet Sauvignon,750ml,$24.99 ,"$2,149 ",52,"$2,149 ",17.35, Medium ,65746,37.30%,"$79,168 ","$1,115,435 ",47.80%,12.50%,7.10%,21.60%,23.30%,4,3,3,3
